Datetime,DAYTON_MW
10/24/12 19:05,2146
10/24/12 20:05,2202
10/24/12 21:05,2242
10/24/12 22:05,2259
10/24/12 23:05,2260
10/25/12 0:05,2277
10/25/12 1:05,2282
10/25/12 2:05,2240
10/25/12 3:05,2192
10/25/12 4:05,2140
10/25/12 5:05,2151
10/25/12 6:05,2024
10/25/12 7:05,1833
10/25/12 8:05,1545
10/25/12 9:05,1470
10/25/12 10:05,1427
10/25/12 11:05,1407
10/25/12 12:05,1420
10/25/12 13:05,1507
10/25/12 14:05,1621
10/25/12 15:05,1763
10/25/12 16:05,1863
10/25/12 17:05,1941
10/25/12 18:05,2003
10/25/12 19:05,2033
10/25/12 20:05,2077
10/25/12 21:05,2104
10/25/12 22:05,2108
10/25/12 23:05,2094
10/26/12 0:05,2098
10/26/12 1:05,2083
10/26/12 2:05,2050
10/26/12 3:05,2008
10/26/12 4:05,1975
10/26/12 5:05,1998
10/26/12 6:05,1884
10/26/12 7:05,1728
10/26/12 8:05,1648
10/26/12 9:05,1553
10/26/12 10:05,1483
10/26/12 11:05,1446
10/26/12 12:05,1454
10/26/12 13:05,1544
10/26/12 14:05,1654
10/26/12 15:05,1799
10/26/12 16:05,1897
10/26/12 17:05,1975
10/26/12 18:05,2040
10/26/12 19:05,2064
10/26/12 20:05,2074
10/26/12 21:05,2076
10/26/12 22:05,2056
10/26/12 23:05,2007
10/27/12 0:05,1969
10/27/12 1:05,1929
10/27/12 2:05,1898
10/27/12 3:05,1858
10/27/12 4:05,1852
10/27/12 5:05,1898
10/27/12 6:05,1797
10/27/12 7:05,1653
10/27/12 8:05,1525
10/27/12 9:05,1461
10/27/12 10:05,1419
10/27/12 11:05,1406
10/27/12 12:05,1425
10/27/12 13:05,1517
10/27/12 14:05,1642
10/27/12 15:05,1799
10/27/12 16:05,1927
10/27/12 17:05,2005
10/27/12 18:05,2116
10/27/12 19:05,2166
10/27/12 20:05,2226
10/27/12 21:05,2247
10/27/12 22:05,2273
10/27/12 23:05,2278
10/28/12 0:05,2266
10/28/12 1:05,2250
10/28/12 2:05,2202
10/28/12 3:05,2131
10/28/12 4:05,2072
10/28/12 5:05,2090
10/28/12 6:05,1971
10/28/12 7:05,1784
10/28/12 8:05,1328
10/28/12 9:05,1265
10/28/12 10:05,1229
10/28/12 11:05,1199
10/28/12 12:05,1201
10/28/12 13:05,1212
10/28/12 14:05,1209
10/28/12 15:05,1266
10/28/12 16:05,1373
10/28/12 17:05,1465
10/28/12 18:05,1525
10/28/12 19:05,1588
10/28/12 20:05,1629
10/28/12 21:05,1644
10/28/12 22:05,1660
10/28/12 23:05,1662
10/29/12 0:05,1710
10/29/12 1:05,1743
10/29/12 2:05,1756
10/29/12 3:05,1718
10/29/12 4:05,1724
10/29/12 5:05,1791
10/29/12 6:05,1740
10/29/12 7:05,1633
10/29/12 8:05,1417
10/29/12 9:05,1345
10/29/12 10:05,1306
10/29/12 11:05,1283
10/29/12 12:05,1282
10/29/12 13:05,1314
10/29/12 14:05,1326
10/29/12 15:05,1408
10/29/12 16:05,1519
10/29/12 17:05,1582
10/29/12 18:05,1649
10/29/12 19:05,1655
10/29/12 20:05,1651
10/29/12 21:05,1630
10/29/12 22:05,1614
10/29/12 23:05,1593
10/30/12 0:05,1597
10/30/12 1:05,1583
10/30/12 2:05,1571
10/30/12 3:05,1550
10/30/12 4:05,1555
10/30/12 5:05,1600
10/30/12 6:05,1540
10/30/12 7:05,1424
10/30/12 8:05,1668
10/30/12 9:05,1569
10/30/12 10:05,1515
10/30/12 11:05,1485
10/30/12 12:05,1498
10/30/12 13:05,1596
10/30/12 14:05,1769
10/30/12 15:05,1879
10/30/12 16:05,1960
10/30/12 17:05,2025
10/30/12 18:05,2051
10/30/12 19:05,2031
10/30/12 20:05,2008
10/30/12 21:05,1975
10/30/12 22:05,1920
10/30/12 23:05,1865
10/31/12 0:05,1828
10/31/12 1:05,1797
10/31/12 2:05,1762
10/31/12 3:05,1730
10/31/12 4:05,1729
10/31/12 5:05,1758
10/31/12 6:05,1671
10/31/12 7:05,1535
10/31/12 8:05,1667
10/31/12 9:05,1573
10/31/12 10:05,1493
10/31/12 11:05,1459
10/31/12 12:05,1470
10/31/12 13:05,1557
10/31/12 14:05,1680
10/31/12 15:05,1836
10/31/12 16:05,1923
10/31/12 17:05,2006
10/31/12 18:05,2098
10/31/12 19:05,2147
10/31/12 20:05,2212
10/31/12 21:05,2261
10/31/12 22:05,2290
10/31/12 23:05,2314
11/1/12 0:05,2327
11/1/12 1:05,2293
11/1/12 2:05,2219
11/1/12 3:05,2165
11/1/12 4:05,2144
11/1/12 5:05,2141
11/1/12 6:05,1980
11/1/12 7:05,1793
11/1/12 8:05,1830
11/1/12 9:05,1700
11/1/12 10:05,1628
11/1/12 11:05,1576
11/1/12 12:05,1584
11/1/12 13:05,1659
11/1/12 14:05,1807
11/1/12 15:05,1957
11/1/12 16:05,2072
11/1/12 17:05,2180
11/1/12 18:05,2279
11/1/12 19:05,2346
11/1/12 20:05,2411
11/1/12 21:05,2457
11/1/12 22:05,2479
11/1/12 23:05,2482
11/2/12 0:05,2473
11/2/12 1:05,2440
11/2/12 2:05,2350
11/2/12 3:05,2236
11/2/12 4:05,2158
11/2/12 5:05,2151
11/2/12 6:05,2012
11/2/12 7:05,1808
11/2/12 8:05,2091
11/2/12 9:05,1970
11/2/12 10:05,1868
11/2/12 11:05,1823
11/2/12 12:05,1816
11/2/12 13:05,1919
11/2/12 14:05,2097
11/2/12 15:05,2273
11/2/12 16:05,2314
11/2/12 17:05,2297
11/2/12 18:05,2325
11/2/12 19:05,2367
11/2/12 20:05,2429
11/2/12 21:05,2483
11/2/12 22:05,2567
11/2/12 23:05,2622
11/3/12 0:05,2657
11/3/12 1:05,2637
11/3/12 2:05,2551
11/3/12 3:05,2459
11/3/12 4:05,2416
11/3/12 5:05,2385
11/3/12 6:05,2217
11/3/12 7:05,1999
11/3/12 8:05,1913
11/3/12 9:05,1780
11/3/12 10:05,1669
11/3/12 11:05,1610
11/3/12 12:05,1579
11/3/12 13:05,1584
11/3/12 14:05,1572
11/3/12 15:05,1636
11/3/12 16:05,1836
11/3/12 17:05,2050
11/3/12 18:05,2275
11/3/12 19:05,2446
11/3/12 20:05,2584
11/3/12 21:05,2649
11/3/12 22:05,2674
11/3/12 23:05,2713
11/4/12 0:05,2742
11/4/12 1:05,2735
11/4/12 2:05,2682
11/4/12 3:05,2630
11/4/12 4:05,2578
11/4/12 5:05,2581
11/4/12 6:05,2449
11/4/12 7:05,2249
11/4/12 8:05,1886
11/4/12 9:05,1731
11/4/12 10:05,1641
11/4/12 11:05,1558
11/4/12 12:05,1527
11/4/12 13:05,1498
11/4/12 14:05,1479
11/4/12 15:05,1572
11/4/12 16:05,1780
11/4/12 17:05,1980
11/4/12 18:05,2166
11/4/12 19:05,2332
11/4/12 20:05,2433
11/4/12 21:05,2502
11/4/12 22:05,2564
11/4/12 23:05,2609
11/5/12 0:05,2642
11/5/12 1:05,2657
11/5/12 2:05,2633
11/5/12 3:05,2553
11/5/12 4:05,2451
11/5/12 5:05,2433
11/5/12 6:05,2299
11/5/12 7:05,2109
11/5/12 8:05,1905
11/5/12 9:05,1753
11/5/12 10:05,1652
11/5/12 11:05,1580
11/5/12 12:05,1546
11/5/12 13:05,1538
11/5/12 14:05,1546
11/5/12 15:05,1648
11/5/12 16:05,1819
11/5/12 17:05,2011
11/5/12 18:05,2200
11/5/12 19:05,2334
11/5/12 20:05,2460
11/5/12 21:05,2546
11/5/12 22:05,2584
11/5/12 23:05,2627
11/6/12 0:05,2661
11/6/12 1:05,2663
11/6/12 2:05,2626
11/6/12 3:05,2547
11/6/12 4:05,2449
11/6/12 5:05,2456
11/6/12 6:05,2279
11/6/12 7:05,2065
11/6/12 8:05,1836
11/6/12 9:05,1717
11/6/12 10:05,1633
11/6/12 11:05,1590
11/6/12 12:05,1599
11/6/12 13:05,1676
11/6/12 14:05,1842
11/6/12 15:05,2002
11/6/12 16:05,2122
11/6/12 17:05,2240
11/6/12 18:05,2371
11/6/12 19:05,2448
11/6/12 20:05,2551
11/6/12 21:05,2659
11/6/12 22:05,2724
11/6/12 23:05,2751
11/7/12 0:05,2789
11/7/12 1:05,2767
11/7/12 2:05,2697
11/7/12 3:05,2605
11/7/12 4:05,2535
11/7/12 5:05,2520
11/7/12 6:05,2368
11/7/12 7:05,2111
11/7/12 8:05,1694
11/7/12 9:05,1588
11/7/12 10:05,1527
11/7/12 11:05,1489
11/7/12 12:05,1497
11/7/12 13:05,1595
11/7/12 14:05,1754
11/7/12 15:05,1921
11/7/12 16:05,2041
11/7/12 17:05,2149
11/7/12 18:05,2266
11/7/12 19:05,2346
11/7/12 20:05,2427
11/7/12 21:05,2493
11/7/12 22:05,2534
11/7/12 23:05,2554
11/8/12 0:05,2572
11/8/12 1:05,2573
11/8/12 2:05,2509
11/8/12 3:05,2450
11/8/12 4:05,2402
11/8/12 5:05,2409
11/8/12 6:05,2226
11/8/12 7:05,2020
11/8/12 8:05,1612
11/8/12 9:05,1532
11/8/12 10:05,1459
11/8/12 11:05,1426
11/8/12 12:05,1439
11/8/12 13:05,1537
11/8/12 14:05,1709
11/8/12 15:05,1846
11/8/12 16:05,1929
11/8/12 17:05,1994
11/8/12 18:05,2056
11/8/12 19:05,2110
11/8/12 20:05,2165
11/8/12 21:05,2225
11/8/12 22:05,2253
11/8/12 23:05,2265
11/9/12 0:05,2300
11/9/12 1:05,2316
11/9/12 2:05,2283
11/9/12 3:05,2250
11/9/12 4:05,2197
11/9/12 5:05,2217
11/9/12 6:05,2052
11/9/12 7:05,1863
11/9/12 8:05,1589
11/9/12 9:05,1603
11/9/12 10:05,1539
11/9/12 11:05,1508
11/9/12 12:05,1519
11/9/12 13:05,1619
11/9/12 14:05,1801
11/9/12 15:05,1928
11/9/12 16:05,1980
11/9/12 17:05,2001
11/9/12 18:05,2033
11/9/12 19:05,2057
11/9/12 20:05,2100
11/9/12 21:05,2132
11/9/12 22:05,2163
11/9/12 23:05,2152
11/10/12 0:05,2139
11/10/12 1:05,2112
11/10/12 2:05,2079
11/10/12 3:05,2035
11/10/12 4:05,2032
11/10/12 5:05,2077
11/10/12 6:05,1944
11/10/12 7:05,1756
11/10/12 8:05,1714
11/10/12 9:05,1600
11/10/12 10:05,1534
11/10/12 11:05,1503
11/10/12 12:05,1520
11/10/12 13:05,1611
11/10/12 14:05,1785
11/10/12 15:05,1945
11/10/12 16:05,2065
11/10/12 17:05,2174
11/10/12 18:05,2296
11/10/12 19:05,2379
11/10/12 20:05,2458
11/10/12 21:05,2506
11/10/12 22:05,2549
11/10/12 23:05,2540
11/11/12 0:05,2525
11/11/12 1:05,2486
11/11/12 2:05,2389
11/11/12 3:05,2273
11/11/12 4:05,2218
11/11/12 5:05,2199
11/11/12 6:05,2029
11/11/12 7:05,1846
11/11/12 8:05,1567
11/11/12 9:05,1442
11/11/12 10:05,1372
11/11/12 11:05,1321
11/11/12 12:05,1301
11/11/12 13:05,1311
11/11/12 14:05,1305
11/11/12 15:05,1357
11/11/12 16:05,1504
11/11/12 17:05,1642
11/11/12 18:05,1764
11/11/12 19:05,1895
11/11/12 20:05,1984
11/11/12 21:05,2055
11/11/12 22:05,2112
11/11/12 23:05,2172
11/12/12 0:05,2227
11/12/12 1:05,2269
11/12/12 2:05,2243
11/12/12 3:05,2210
11/12/12 4:05,2178
11/12/12 5:05,2192
11/12/12 6:05,2057
11/12/12 7:05,1867
11/12/12 8:05,1510
11/12/12 9:05,1409
11/12/12 10:05,1346
11/12/12 11:05,1328
11/12/12 12:05,1306
11/12/12 13:05,1329
11/12/12 14:05,1376
11/12/12 15:05,1455
11/12/12 16:05,1579
11/12/12 17:05,1683
11/12/12 18:05,1774
11/12/12 19:05,1841
11/12/12 20:05,1889
11/12/12 21:05,1932
11/12/12 22:05,1981
11/12/12 23:05,2037
11/13/12 0:05,2096
11/13/12 1:05,2130
11/13/12 2:05,2123
11/13/12 3:05,2075
11/13/12 4:05,2011
11/13/12 5:05,2012
11/13/12 6:05,1891
11/13/12 7:05,1753
11/13/12 8:05,1516
11/13/12 9:05,1430
11/13/12 10:05,1394
11/13/12 11:05,1363
11/13/12 12:05,1390
11/13/12 13:05,1495
11/13/12 14:05,1656
11/13/12 15:05,1776
11/13/12 16:05,1845
11/13/12 17:05,1896
11/13/12 18:05,1960
11/13/12 19:05,1985
11/13/12 20:05,2005
11/13/12 21:05,2040
11/13/12 22:05,2051
11/13/12 23:05,2053
11/14/12 0:05,2079
11/14/12 1:05,2076
11/14/12 2:05,2042
11/14/12 3:05,1987
11/14/12 4:05,1931
11/14/12 5:05,1943
11/14/12 6:05,1829
11/14/12 7:05,1678
11/14/12 8:05,1552
11/14/12 9:05,1470
11/14/12 10:05,1420
11/14/12 11:05,1384
11/14/12 12:05,1407
11/14/12 13:05,1504
11/14/12 14:05,1670
11/14/12 15:05,1800
11/14/12 16:05,1852
11/14/12 17:05,1900
11/14/12 18:05,1937
11/14/12 19:05,1954
11/14/12 20:05,1972
11/14/12 21:05,1984
11/14/12 22:05,1994
11/14/12 23:05,1984
11/15/12 0:05,1978
11/15/12 1:05,1989
11/15/12 2:05,1954
11/15/12 3:05,1923
11/15/12 4:05,1916
11/15/12 5:05,1955
11/15/12 6:05,1823
11/15/12 7:05,1645
11/15/12 8:05,1626
11/15/12 9:05,1527
11/15/12 10:05,1467
11/15/12 11:05,1442
11/15/12 12:05,1458
11/15/12 13:05,1563
11/15/12 14:05,1733
11/15/12 15:05,1872
11/15/12 16:05,1950
11/15/12 17:05,2008
11/15/12 18:05,2082
11/15/12 19:05,2124
11/15/12 20:05,2160
11/15/12 21:05,2196
11/15/12 22:05,2197
11/15/12 23:05,2178
11/16/12 0:05,2174
11/16/12 1:05,2150
11/16/12 2:05,2095
11/16/12 3:05,2026
11/16/12 4:05,1994
11/16/12 5:05,2011
11/16/12 6:05,1870
11/16/12 7:05,1690
11/16/12 8:05,1593
11/16/12 9:05,1504
11/16/12 10:05,1449
11/16/12 11:05,1427
11/16/12 12:05,1441
11/16/12 13:05,1544
11/16/12 14:05,1727
11/16/12 15:05,1855
11/16/12 16:05,1925
11/16/12 17:05,2011
11/16/12 18:05,2082
11/16/12 19:05,2125
11/16/12 20:05,2161
11/16/12 21:05,2191
11/16/12 22:05,2197
11/16/12 23:05,2205
11/17/12 0:05,2224
11/17/12 1:05,2236
11/17/12 2:05,2194
11/17/12 3:05,2141
11/17/12 4:05,2116
11/17/12 5:05,2124
11/17/12 6:05,1966
11/17/12 7:05,1767
11/17/12 8:05,1446
11/17/12 9:05,1399
11/17/12 10:05,1378
11/17/12 11:05,1370
11/17/12 12:05,1401
11/17/12 13:05,1517
11/17/12 14:05,1716
11/17/12 15:05,1845
11/17/12 16:05,1902
11/17/12 17:05,1952
11/17/12 18:05,2007
11/17/12 19:05,2032
11/17/12 20:05,2074
11/17/12 21:05,2094
11/17/12 22:05,2099
11/17/12 23:05,2089
11/18/12 0:05,2086
11/18/12 1:05,2095
11/18/12 2:05,2058
11/18/12 3:05,2023
11/18/12 4:05,2028
11/18/12 5:05,2068
11/18/12 6:05,1915
11/18/12 7:05,1729
11/18/12 8:05,1364
11/18/12 9:05,1296
11/18/12 10:05,1254
11/18/12 11:05,1230
11/18/12 12:05,1225
11/18/12 13:05,1243
11/18/12 14:05,1267
11/18/12 15:05,1314
11/18/12 16:05,1424
11/18/12 17:05,1502
11/18/12 18:05,1554
11/18/12 19:05,1566
11/18/12 20:05,1581
11/18/12 21:05,1562
11/18/12 22:05,1548
11/18/12 23:05,1538
11/19/12 0:05,1550
11/19/12 1:05,1562
11/19/12 2:05,1571
11/19/12 3:05,1588
11/19/12 4:05,1637
11/19/12 5:05,1701
11/19/12 6:05,1625
11/19/12 7:05,1526
11/19/12 8:05,1440
11/19/12 9:05,1347
11/19/12 10:05,1303
11/19/12 11:05,1284
11/19/12 12:05,1287
11/19/12 13:05,1325
11/19/12 14:05,1382
11/19/12 15:05,1449
11/19/12 16:05,1555
11/19/12 17:05,1639
11/19/12 18:05,1669
11/19/12 19:05,1673
11/19/12 20:05,1674
11/19/12 21:05,1663
11/19/12 22:05,1665
11/19/12 23:05,1658
11/20/12 0:05,1662
11/20/12 1:05,1654
11/20/12 2:05,1638
11/20/12 3:05,1608
11/20/12 4:05,1648
11/20/12 5:05,1687
11/20/12 6:05,1604
11/20/12 7:05,1484
11/20/12 8:05,1523
11/20/12 9:05,1441
11/20/12 10:05,1409
11/20/12 11:05,1392
11/20/12 12:05,1415
11/20/12 13:05,1520
11/20/12 14:05,1701
11/20/12 15:05,1816
11/20/12 16:05,1868
11/20/12 17:05,1919
11/20/12 18:05,1951
11/20/12 19:05,1947
11/20/12 20:05,1952
11/20/12 21:05,1967
11/20/12 22:05,1946
11/20/12 23:05,1922
11/21/12 0:05,1909
11/21/12 1:05,1889
11/21/12 2:05,1849
11/21/12 3:05,1794
11/21/12 4:05,1793
11/21/12 5:05,1834
11/21/12 6:05,1714
11/21/12 7:05,1560
11/21/12 8:05,1525
11/21/12 9:05,1451
11/21/12 10:05,1409
11/21/12 11:05,1390
11/21/12 12:05,1419
11/21/12 13:05,1529
11/21/12 14:05,1714
11/21/12 15:05,1832
11/21/12 16:05,1869
11/21/12 17:05,1906
11/21/12 18:05,1936
11/21/12 19:05,1937
11/21/12 20:05,1943
11/21/12 21:05,1950
11/21/12 22:05,1934
11/21/12 23:05,1910
11/22/12 0:05,1897
11/22/12 1:05,1890
11/22/12 2:05,1857
11/22/12 3:05,1837
11/22/12 4:05,1853
11/22/12 5:05,1909
11/22/12 6:05,1782
11/22/12 7:05,1635
11/22/12 8:05,1572
11/22/12 9:05,1498
11/22/12 10:05,1444
11/22/12 11:05,1415
11/22/12 12:05,1439
11/22/12 13:05,1527
11/22/12 14:05,1722
11/22/12 15:05,1843
11/22/12 16:05,1899
11/22/12 17:05,1948
11/22/12 18:05,1989
11/22/12 19:05,1999
11/22/12 20:05,2012
11/22/12 21:05,2011
11/22/12 22:05,2011
11/22/12 23:05,1974
11/23/12 0:05,1952
11/23/12 1:05,1920
11/23/12 2:05,1884
11/23/12 3:05,1853
11/23/12 4:05,1871
11/23/12 5:05,1902
11/23/12 6:05,1777
11/23/12 7:05,1629
11/23/12 8:05,1688
11/23/12 9:05,1599
11/23/12 10:05,1543
11/23/12 11:05,1507
11/23/12 12:05,1529
11/23/12 13:05,1643
11/23/12 14:05,1850
11/23/12 15:05,1948
11/23/12 16:05,2001
11/23/12 17:05,2005
11/23/12 18:05,2035
11/23/12 19:05,2046
11/23/12 20:05,2080
11/23/12 21:05,2101
11/23/12 22:05,2128
11/23/12 23:05,2123
11/24/12 0:05,2110
11/24/12 1:05,2098
11/24/12 2:05,2039
11/24/12 3:05,1988
11/24/12 4:05,2001
11/24/12 5:05,2005
11/24/12 6:05,1853
11/24/12 7:05,1686
11/24/12 8:05,1572
11/24/12 9:05,1494
11/24/12 10:05,1450
11/24/12 11:05,1420
11/24/12 12:05,1445
11/24/12 13:05,1568
11/24/12 14:05,1761
11/24/12 15:05,1908
11/24/12 16:05,2000
11/24/12 17:05,2082
11/24/12 18:05,2130
11/24/12 19:05,2190
11/24/12 20:05,2274
11/24/12 21:05,2364
11/24/12 22:05,2439
11/24/12 23:05,2465
11/25/12 0:05,2495
11/25/12 1:05,2482
11/25/12 2:05,2401
11/25/12 3:05,2310
11/25/12 4:05,2258
11/25/12 5:05,2165
11/25/12 6:05,2002
11/25/12 7:05,1845
11/25/12 8:05,1430
11/25/12 9:05,1343
11/25/12 10:05,1282
11/25/12 11:05,1249
11/25/12 12:05,1239
11/25/12 13:05,1240
11/25/12 14:05,1265
11/25/12 15:05,1305
11/25/12 16:05,1416
11/25/12 17:05,1503
11/25/12 18:05,1564
11/25/12 19:05,1635
11/25/12 20:05,1706
11/25/12 21:05,1760
11/25/12 22:05,1818
11/25/12 23:05,1870
11/26/12 0:05,1933
11/26/12 1:05,1982
11/26/12 2:05,1988
11/26/12 3:05,1957
11/26/12 4:05,1973
11/26/12 5:05,1982
11/26/12 6:05,1860
11/26/12 7:05,1703
11/26/12 8:05,1636
11/26/12 9:05,1528
11/26/12 10:05,1463
11/26/12 11:05,1435
11/26/12 12:05,1423
11/26/12 13:05,1451
11/26/12 14:05,1488
11/26/12 15:05,1560
11/26/12 16:05,1671
11/26/12 17:05,1747
11/26/12 18:05,1795
11/26/12 19:05,1801
11/26/12 20:05,1804
11/26/12 21:05,1820
11/26/12 22:05,1832
11/26/12 23:05,1841
11/27/12 0:05,1863
11/27/12 1:05,1881
11/27/12 2:05,1873
11/27/12 3:05,1828
11/27/12 4:05,1818
11/27/12 5:05,1839
11/27/12 6:05,1724
11/27/12 7:05,1566
11/27/12 8:05,1831
11/27/12 9:05,1710
11/27/12 10:05,1627
11/27/12 11:05,1576
11/27/12 12:05,1578
11/27/12 13:05,1671
11/27/12 14:05,1874
11/27/12 15:05,1996
11/27/12 16:05,2078
11/27/12 17:05,2137
11/27/12 18:05,2189
11/27/12 19:05,2245
11/27/12 20:05,2316
11/27/12 21:05,2357
11/27/12 22:05,2383
11/27/12 23:05,2375
11/28/12 0:05,2387
11/28/12 1:05,2349
11/28/12 2:05,2251
11/28/12 3:05,2188
11/28/12 4:05,2162
11/28/12 5:05,2156
11/28/12 6:05,1987
11/28/12 7:05,1799
11/28/12 8:05,1799
11/28/12 9:05,1688
11/28/12 10:05,1619
11/28/12 11:05,1573
11/28/12 12:05,1579
11/28/12 13:05,1681
11/28/12 14:05,1893
11/28/12 15:05,2023
11/28/12 16:05,2127
11/28/12 17:05,2232
11/28/12 18:05,2333
11/28/12 19:05,2403
11/28/12 20:05,2484
11/28/12 21:05,2567
11/28/12 22:05,2596
11/28/12 23:05,2605
11/29/12 0:05,2597
11/29/12 1:05,2582
11/29/12 2:05,2541
11/29/12 3:05,2483
11/29/12 4:05,2450
11/29/12 5:05,2440
11/29/12 6:05,2245
11/29/12 7:05,2017
11/29/12 8:05,1598
11/29/12 9:05,1516
11/29/12 10:05,1474
11/29/12 11:05,1451
11/29/12 12:05,1481
11/29/12 13:05,1584
11/29/12 14:05,1807
11/29/12 15:05,1927
11/29/12 16:05,2019
11/29/12 17:05,2107
11/29/12 18:05,2162
11/29/12 19:05,2222
11/29/12 20:05,2289
11/29/12 21:05,2337
11/29/12 22:05,2363
11/29/12 23:05,2348
11/30/12 0:05,2366
11/30/12 1:05,2370
11/30/12 2:05,2338
11/30/12 3:05,2302
11/30/12 4:05,2311
11/30/12 5:05,2310
11/30/12 6:05,2144
11/30/12 7:05,1942
11/30/12 8:05,1607
11/30/12 9:05,1537
11/30/12 10:05,1473
11/30/12 11:05,1443
11/30/12 12:05,1460
11/30/12 13:05,1560
11/30/12 14:05,1769
11/30/12 15:05,1869
11/30/12 16:05,1924
11/30/12 17:05,1969
11/30/12 18:05,2019
11/30/12 19:05,2046
11/30/12 20:05,2078
11/30/12 21:05,2114
11/30/12 22:05,2109
11/30/12 23:05,2084
12/1/12 0:05,2069
12/1/12 1:05,2079
12/1/12 2:05,2049
12/1/12 3:05,2015
12/1/12 4:05,2038
12/1/12 5:05,1986
12/1/12 6:05,1834
12/1/12 7:05,1689
12/1/12 8:05,1446
12/1/12 9:05,1384
12/1/12 10:05,1373
12/1/12 11:05,1373
12/1/12 12:05,1412
12/1/12 13:05,1539
12/1/12 14:05,1755
12/1/12 15:05,1856
12/1/12 16:05,1894
12/1/12 17:05,1932
12/1/12 18:05,1986
12/1/12 19:05,2041
12/1/12 20:05,2060
12/1/12 21:05,2094
12/1/12 22:05,2103
12/1/12 23:05,2089
12/2/12 0:05,2070
12/2/12 1:05,2060
12/2/12 2:05,2045
12/2/12 3:05,2047
12/2/12 4:05,2100
12/2/12 5:05,2016
12/2/12 6:05,1869
12/2/12 7:05,1710
12/2/12 8:05,1456
12/2/12 9:05,1387
12/2/12 10:05,1363
12/2/12 11:05,1344
12/2/12 12:05,1351
12/2/12 13:05,1373
12/2/12 14:05,1427
12/2/12 15:05,1457
12/2/12 16:05,1544
12/2/12 17:05,1583
12/2/12 18:05,1594
12/2/12 19:05,1605
12/2/12 20:05,1605
12/2/12 21:05,1580
12/2/12 22:05,1549
12/2/12 23:05,1523
12/3/12 0:05,1528
12/3/12 1:05,1552
12/3/12 2:05,1563
12/3/12 3:05,1583
12/3/12 4:05,1651
12/3/12 5:05,1687
12/3/12 6:05,1599
12/3/12 7:05,1517
12/3/12 8:05,1490
12/3/12 9:05,1418
12/3/12 10:05,1393
12/3/12 11:05,1381
12/3/12 12:05,1401
12/3/12 13:05,1445
12/3/12 14:05,1540
12/3/12 15:05,1601
12/3/12 16:05,1703
12/3/12 17:05,1769
12/3/12 18:05,1818
12/3/12 19:05,1848
12/3/12 20:05,1863
12/3/12 21:05,1824
12/3/12 22:05,1767
12/3/12 23:05,1743
12/4/12 0:05,1726
12/4/12 1:05,1723
12/4/12 2:05,1715
12/4/12 3:05,1711
12/4/12 4:05,1756
12/4/12 5:05,1749
12/4/12 6:05,1657
12/4/12 7:05,1542
12/4/12 8:05,1565
12/4/12 9:05,1527
12/4/12 10:05,1501
12/4/12 11:05,1487
12/4/12 12:05,1540
12/4/12 13:05,1671
12/4/12 14:05,1892
12/4/12 15:05,2001
12/4/12 16:05,2027
12/4/12 17:05,2020
12/4/12 18:05,2006
12/4/12 19:05,1984
12/4/12 20:05,1968
12/4/12 21:05,1950
12/4/12 22:05,1873
12/4/12 23:05,1820
12/5/12 0:05,1795
12/5/12 1:05,1752
12/5/12 2:05,1708
12/5/12 3:05,1714
12/5/12 4:05,1782
12/5/12 5:05,1825
12/5/12 6:05,1711
12/5/12 7:05,1592
12/5/12 8:05,1560
12/5/12 9:05,1510
12/5/12 10:05,1471
12/5/12 11:05,1457
12/5/12 12:05,1492
12/5/12 13:05,1595
12/5/12 14:05,1821
12/5/12 15:05,1928
12/5/12 16:05,1956
12/5/12 17:05,1980
12/5/12 18:05,2006
12/5/12 19:05,2002
12/5/12 20:05,2002
12/5/12 21:05,1985
12/5/12 22:05,1958
12/5/12 23:05,1924
12/6/12 0:05,1885
12/6/12 1:05,1878
12/6/12 2:05,1845
12/6/12 3:05,1824
12/6/12 4:05,1888
12/6/12 5:05,1909
12/6/12 6:05,1797
12/6/12 7:05,1657
12/6/12 8:05,1584
12/6/12 9:05,1525
12/6/12 10:05,1501
12/6/12 11:05,1488
12/6/12 12:05,1527
12/6/12 13:05,1648
12/6/12 14:05,1864
12/6/12 15:05,1957
12/6/12 16:05,1962
12/6/12 17:05,1971
12/6/12 18:05,1986
12/6/12 19:05,1985
12/6/12 20:05,1984
12/6/12 21:05,1976
12/6/12 22:05,1953
12/6/12 23:05,1905
12/7/12 0:05,1900
12/7/12 1:05,1884
12/7/12 2:05,1868
12/7/12 3:05,1897
12/7/12 4:05,1962
12/7/12 5:05,1914
12/7/12 6:05,1782
12/7/12 7:05,1651
12/7/12 8:05,1656
12/7/12 9:05,1614
12/7/12 10:05,1581
12/7/12 11:05,1581
12/7/12 12:05,1629
12/7/12 13:05,1761
12/7/12 14:05,1987
12/7/12 15:05,2064
12/7/12 16:05,2057
12/7/12 17:05,2050
12/7/12 18:05,2037
12/7/12 19:05,2016
12/7/12 20:05,2022
12/7/12 21:05,1998
12/7/12 22:05,1955
12/7/12 23:05,1920
12/8/12 0:05,1884
12/8/12 1:05,1869
12/8/12 2:05,1840
12/8/12 3:05,1851
12/8/12 4:05,1934
12/8/12 5:05,1945
12/8/12 6:05,1806
12/8/12 7:05,1658
12/8/12 8:05,1587
12/8/12 9:05,1559
12/8/12 10:05,1543
12/8/12 11:05,1562
12/8/12 12:05,1603
12/8/12 13:05,1740
